"file","lang","id","text"
"audio/ru/l3-t.mp3","ru","l3-t","Уступи дорогу"
"audio/ru/l3-s0.mp3","ru","l3-s0","Этот знак — белый треугольник с красной каймой."
"audio/ru/l3-s1.mp3","ru","l3-s1","Вершина треугольника направлена вниз."
"audio/ru/l3-s2.mp3","ru","l3-s2","Он означает: уступите дорогу транспорту на главной дороге."
"audio/ru/l3-s3.mp3","ru","l3-s3","Останавливаться не обязательно, если дорога полностью свободна."
"audio/ru/l3-s4.mp3","ru","l3-s4","Но нужно снизить скорость и быть готовым остановиться."
"audio/ru/l3-q.mp3","ru","l3-q","В чём разница между «Уступи дорогу» и «Стоп»?"
"audio/ru/l3-o0.mp3","ru","l3-o0","У «Стоп» останавливаются всегда, у «Уступи» — только при необходимости"
"audio/ru/l3-o1.mp3","ru","l3-o1","Разницы нет"
"audio/ru/l3-o2.mp3","ru","l3-o2","У «Уступи дорогу» останавливаются всегда"
"audio/ru/l3-r.mp3","ru","l3-r","Верно. «Стоп» — это всегда полная остановка."
"audio/ru/l3-w.mp3","ru","l3-w","У знака «Стоп» останавливаются всегда. У «Уступи дорогу» — только если приближается машина."
"audio/ru/p1-q.mp3","ru","p1-q","Что нужно сделать у этого знака?"
"audio/ru/p1-o1.mp3","ru","p1-o1","Только снизить скорость"
"audio/ru/p4-o2.mp3","ru","p4-o2","Посигналить и проехать"
"audio/ru/p1-h1.mp3","ru","p1-h1","Посмотрите на слово на знаке."
"audio/ru/p1-h2.mp3","ru","p1-h2","Знак говорит «Стоп». Это полная остановка, а не замедление."
"audio/ru/p1-p.mp3","ru","p1-p","Отлично. Всегда полная остановка."
"audio/ru/p2-q.mp3","ru","p2-q","Какая форма у знака «Стоп»?"
"audio/ru/p2-o0.mp3","ru","p2-o0","Восьмиугольник"
"audio/ru/p2-o1.mp3","ru","p2-o1","Треугольник"
"audio/ru/p2-o2.mp3","ru","p2-o2","Круг"
"audio/ru/p2-h1.mp3","ru","p2-h1","Посмотрите на срезанные углы знака."
"audio/ru/p2-h2.mp3","ru","p2-h2","Сосчитайте стороны. Их восемь. Восемь сторон — это восьмиугольник."
"audio/ru/p2-p.mp3","ru","p2-p","Хорошо. Красный восьмиугольник — всегда «Стоп»."
"audio/ru/p3-q.mp3","ru","p3-q","Куда направлена вершина знака «Уступи дорогу»?"
"audio/ru/p3-o0.mp3","ru","p3-o0","Вниз"
"audio/ru/p3-o1.mp3","ru","p3-o1","Вверх"
"audio/ru/p3-o2.mp3","ru","p3-o2","В сторону"
"audio/ru/p3-h1.mp3","ru","p3-h1","Посмотрите на нижний край треугольника."
"audio/ru/p3-h2.mp3","ru","p3-h2","Треугольник перевёрнут. Его вершина смотрит вниз, на дорогу."
"audio/ru/p3-p.mp3","ru","p3-p","Именно. Вершина всегда смотрит вниз."
"audio/ru/p4-q.mp3","ru","p4-q","По главной дороге приближается машина. Что делать у этого знака?"
"audio/ru/p4-o0.mp3","ru","p4-o0","Пропустить её"
"audio/ru/p4-o1.mp3","ru","p4-o1","Проехать первым"
"audio/ru/p4-h1.mp3","ru","p4-h1","Красная кайма обозначает опасность."
"audio/ru/p4-h2.mp3","ru","p4-h2","Знак говорит: машина на главной дороге едет первой. Вы ждёте."
"audio/ru/p4-p.mp3","ru","p4-p","Совершенно верно. Пропустите её."
"audio/ru/p5-q.mp3","ru","p5-q","Из чего складывается тормозной путь?"
"audio/ru/p5-o0.mp3","ru","p5-o0","Время реакции и путь торможения"
"audio/ru/p5-o1.mp3","ru","p5-o1","Только путь торможения"
"audio/ru/p5-o2.mp3","ru","p5-o2","Только время реакции"
"audio/ru/p5-h1.mp3","ru","p5-h1","Посмотрите на промежуток между машинами."
"audio/ru/p5-h2.mp3","ru","p5-h2","Две части: время до вашей реакции и путь после нажатия на тормоз."
"audio/ru/p5-p.mp3","ru","p5-p","Отлично. Две части, а не одна."
"audio/ru/p6-q.mp3","ru","p6-q","Что происходит с тормозным путём на мокрой дороге?"
"audio/ru/p6-h1.mp3","ru","p6-h1","Посмотрите на поверхность дороги."
"audio/ru/p6-h2.mp3","ru","p6-h2","Мокрая дорога скользкая. Шины держат хуже, нужно больше пути для остановки."
"audio/ru/p6-p.mp3","ru","p6-p","Молодец. На мокрой дороге держите большую дистанцию."
"audio/ru/ui-almostSay.mp3","ru","ui-almostSay","Почти. Давайте посмотрим ещё раз."
"audio/ru/ui-correctIs.mp3","ru","ui-correctIs","Правильный ответ отмечен зелёным."
"audio/ru/ui-resT.mp3","ru","ui-resT","Отлично!"
"audio/ru/ui-resP.mp3","ru","ui-resP","Каждая тренировка помогает. Возвращайтесь в любое время."
"audio/ru/ui-lessonDoneT.mp3","ru","ui-lessonDoneT","Урок пройден!"
"audio/ru/ui-lessonDoneP.mp3","ru","ui-lessonDoneP","Ещё один шаг вперёд. Вы хорошо продвигаетесь."
"audio/ru/ui-allDone.mp3","ru","ui-allDone","Вы прошли все уроки!"
